iter	Passed	Remaining
0	24	4895
1	94	9376
2	156	10259
3	185	9074
4	205	8032
5	231	7491
6	258	7129
7	291	6985
8	321	6823
9	335	6383
10	373	6423
11	404	6338
12	433	6236
13	463	6157
14	498	6150
15	538	6194
16	565	6086
17	593	5998
18	618	5894
19	644	5796
20	670	5717
21	695	5625
22	721	5552
23	746	5475
24	770	5395
25	796	5328
26	821	5265
